listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0002018,2025-01-02 18:00:00,P00132,EU,I0020,2,59.91,2025-01-03 17:00:00
L0002014,2025-01-02 18:00:00,P00076,ASIA,I0009,2,57.28,2025-01-03 23:00:00
L0002020,2025-01-02 18:00:00,P00203,EU,I0013,1,52.97,2025-01-03 15:00:00
L0002021,2025-01-02 18:00:00,P00222,NA,I0034,1,79.35,2025-01-04 01:00:00
L0002022,2025-01-02 18:00:00,P00254,EU,I0034,2,98.78,2025-01-03 13:00:00
L0002023,2025-01-02 18:00:00,P00267,EU,I0009,1,60.01,2025-01-03 18:00:00
L0002024,2025-01-02 18:00:00,P00278,NA,I0014,1,40.7,2025-01-04 04:00:00
L0002041,2025-01-02 18:00:00,P00474,NA,I0000,2,86.5,2025-01-04 02:00:00
L0002049,2025-01-02 18:00:00,P00556,ASIA,I0004,2,100.6,2025-01-03 06:00:00
L0002019,2025-01-02 18:00:00,P00177,ASIA,I0029,1,49.02,2025-01-03 07:00:00
L0002028,2025-01-02 18:00:00,P00318,EU,I0029,1,46.63,2025-01-03 21:00:00
L0002029,2025-01-02 18:00:00,P00323,ASIA,I0036,1,27.7,2025-01-04 04:00:00
L0002027,2025-01-02 18:00:00,P00313,NA,I0023,2,99.99,2025-01-04 03:00:00
L0002030,2025-01-02 18:00:00,P00331,EU,I0018,2,63.05,2025-01-03 23:00:00
L0002031,2025-01-02 18:00:00,P00351,EU,I0025,2,63.15,2025-01-03 23:00:00
L0002033,2025-01-02 18:00:00,P00380,EU,I0009,1,55.36,2025-01-03 16:00:00
L0002039,2025-01-02 18:00:00,P00463,EU,I0031,2,59.67,2025-01-03 06:00:00
L0002035,2025-01-02 18:00:00,P00392,NA,I0016,1,61.29,2025-01-03 22:00:00
L0002036,2025-01-02 18:00:00,P00411,NA,I0025,1,62.37,2025-01-03 06:00:00
L0002037,2025-01-02 18:00:00,P00414,EU,I0013,3,48.43,2025-01-03 08:00:00
L0002034,2025-01-02 18:00:00,P00387,NA,I0039,1,70.13,2025-01-03 10:00:00
L0002038,2025-01-02 18:00:00,P00425,ASIA,I0027,2,337.27,2025-01-03 10:00:00
L0002025,2025-01-02 18:00:00,P00289,ASIA,I0034,2,87.83,2025-01-04 00:00:00
L0002040,2025-01-02 18:00:00,P00471,EU,I0015,2,46.66,2025-01-03 14:00:00
L0002016,2025-01-02 18:00:00,P00104,ASIA,I0010,1,58.19,2025-01-03 09:00:00
L0002015,2025-01-02 18:00:00,P00081,ASIA,I0030,1,61.1,2025-01-03 18:00:00
L0002050,2025-01-02 18:00:00,P00572,ASIA,I0026,2,61.67,2025-01-03 13:00:00
L0002013,2025-01-02 18:00:00,P00073,NA,I0025,1,50.05,2025-01-03 08:00:00
L0002009,2025-01-02 18:00:00,P00065,EU,I0019,1,55.25,2025-01-03 06:00:00
L0002026,2025-01-02 18:00:00,P00312,NA,I0018,1,55.06,2025-01-03 12:00:00
L0002004,2025-01-02 18:00:00,P00002,NA,I0039,3,60.21,2025-01-03 23:00:00
L0002005,2025-01-02 18:00:00,P00005,ASIA,I0005,1,60.08,2025-01-03 11:00:00
L0002006,2025-01-02 18:00:00,P00023,EU,I0016,1,53.2,2025-01-03 16:00:00
L0002032,2025-01-02 18:00:00,P00357,NA,I0034,1,98.61,2025-01-03 18:00:00
L0002008,2025-01-02 18:00:00,P00056,ASIA,I0033,2,60.88,2025-01-04 01:00:00
L0002010,2025-01-02 18:00:00,P00066,EU,I0028,2,59.46,2025-01-03 07:00:00
L0002011,2025-01-02 18:00:00,P00070,NA,I0016,2,46.8,2025-01-03 13:00:00
L0002012,2025-01-02 18:00:00,P00071,EU,I0026,1,55.17,2025-01-03 21:00:00
L0002007,2025-01-02 18:00:00,P00032,EU,I0021,2,37.03,2025-01-03 17:00:00
L0002047,2025-01-02 18:00:00,P00552,EU,I0014,1,47.12,2025-01-03 22:00:00
L0002057,2025-01-02 19:00:00,P00088,EU,I0031,2,73.54,2025-01-03 07:00:00
L0002069,2025-01-02 19:00:00,P00267,EU,I0033,1,62.39,2025-01-03 14:00:00
L0002072,2025-01-02 19:00:00,P00300,NA,I0012,1,357.99,2025-01-03 19:00:00
L0002061,2025-01-02 19:00:00,P00145,ASIA,I0021,1,47.26,2025-01-04 05:00:00
L0002062,2025-01-02 19:00:00,P00163,EU,I0027,3,454.46,2025-01-03 23:00:00
L0002060,2025-01-02 19:00:00,P00125,EU,I0026,1,68.61,2025-01-03 21:00:00
L0002053,2025-01-02 19:00:00,P00046,EU,I0017,2,486.8,2025-01-04 05:00:00
L0002058,2025-01-02 19:00:00,P00093,NA,I0000,2,87.85,2025-01-03 21:00:00
L0002051,2025-01-02 19:00:00,P00018,NA,I0018,2,53.1,2025-01-04 05:00:00
L0002055,2025-01-02 19:00:00,P00068,ASIA,I0020,1,57.48,2025-01-03 17:00:00
L0002054,2025-01-02 19:00:00,P00064,EU,I0007,1,4040.69,2025-01-04 06:00:00
L0002074,2025-01-02 19:00:00,P00320,ASIA,I0025,2,63.25,2025-01-03 07:00:00
L0002052,2025-01-02 19:00:00,P00044,NA,I0018,1,48.35,2025-01-03 21:00:00
L0002073,2025-01-02 19:00:00,P00302,NA,I0016,2,49.45,2025-01-03 17:00:00
L0002071,2025-01-02 19:00:00,P00295,ASIA,I0008,2,69.1,2025-01-03 13:00:00
L0002059,2025-01-02 19:00:00,P00124,NA,I0036,3,31.65,2025-01-03 16:00:00
L0002068,2025-01-02 19:00:00,P00239,ASIA,I0025,2,76.34,2025-01-03 15:00:00
L0002056,2025-01-02 19:00:00,P00085,NA,I0020,1,52.48,2025-01-03 08:00:00
L0002070,2025-01-02 19:00:00,P00279,ASIA,I0011,1,280.37,2025-01-03 22:00:00
L0002083,2025-01-02 19:00:00,P00426,NA,I0015,1,42.52,2025-01-03 11:00:00
L0002065,2025-01-02 19:00:00,P00196,EU,I0018,1,50.7,2025-01-03 07:00:00
L0002089,2025-01-02 19:00:00,P00508,EU,I0020,2,65.01,2025-01-03 19:00:00
L0002090,2025-01-02 19:00:00,P00519,NA,I0032,3,33.8,2025-01-03 18:00:00
L0002091,2025-01-02 19:00:00,P00520,EU,I0015,2,42.6,2025-01-04 06:00:00
L0002094,2025-01-02 19:00:00,P00551,NA,I0029,1,55.07,2025-01-03 11:00:00
L0002093,2025-01-02 19:00:00,P00537,EU,I0008,1,69.0,2025-01-03 10:00:00
L0002088,2025-01-02 19:00:00,P00506,EU,I0017,1,492.09,2025-01-03 10:00:00
L0002095,2025-01-02 19:00:00,P00561,EU,I0021,1,37.24,2025-01-03 08:00:00
L0002096,2025-01-02 19:00:00,P00564,EU,I0039,2,59.05,2025-01-03 16:00:00
L0002092,2025-01-02 19:00:00,P00522,EU,I0008,1,65.0,2025-01-03 21:00:00
L0002097,2025-01-02 19:00:00,P00592,ASIA,I0036,2,33.75,2025-01-04 00:00:00
L0002085,2025-01-02 19:00:00,P00453,NA,I0026,1,60.74,2025-01-03 23:00:00
L0002080,2025-01-02 19:00:00,P00415,NA,I0039,3,39.9,2025-01-03 17:00:00
L0002078,2025-01-02 19:00:00,P00385,NA,I0039,1,42.61,2025-01-04 01:00:00
L0002066,2025-01-02 19:00:00,P00219,NA,I0006,2,622.39,2025-01-03 22:00:00
L0002077,2025-01-02 19:00:00,P00367,NA,I0003,1,63.99,2025-01-03 11:00:00
L0002064,2025-01-02 19:00:00,P00182,ASIA,I0004,1,99.11,2025-01-03 20:00:00
L0002079,2025-01-02 19:00:00,P00389,NA,I0039,1,45.28,2025-01-03 14:00:00
L0002067,2025-01-02 19:00:00,P00230,EU,I0031,1,63.85,2025-01-04 01:00:00
L0002087,2025-01-02 19:00:00,P00500,EU,I0023,2,78.93,2025-01-03 16:00:00
L0002075,2025-01-02 19:00:00,P00347,ASIA,I0039,3,51.74,2025-01-04 01:00:00
L0002076,2025-01-02 19:00:00,P00348,EU,I0036,2,28.76,2025-01-04 02:00:00
L0002063,2025-01-02 19:00:00,P00179,EU,I0029,1,46.45,2025-01-03 18:00:00
L0002084,2025-01-02 19:00:00,P00446,NA,I0020,3,58.79,2025-01-04 05:00:00
L0002082,2025-01-02 19:00:00,P00421,NA,I0023,1,73.59,2025-01-03 20:00:00
L0002098,2025-01-02 19:00:00,P00596,EU,I0032,2,33.72,2025-01-04 06:00:00
L0002081,2025-01-02 19:00:00,P00418,NA,I0018,1,50.1,2025-01-03 09:00:00
L0002086,2025-01-02 19:00:00,P00482,EU,I0026,3,67.56,2025-01-03 16:00:00
L0004554,2025-01-02 19:46:00,P00544,,I0007,1,645.43,2025-01-03 01:46:00
L0002130,2025-01-02 20:00:00,P00555,EU,I0032,2,36.22,2025-01-03 20:00:00
L0002128,2025-01-02 20:00:00,P00532,EU,I0018,1,50.34,2025-01-04 06:00:00
L0002127,2025-01-02 20:00:00,P00525,NA,I0037,4,500.14,2025-01-03 11:00:00
L0002126,2025-01-02 20:00:00,P00513,NA,I0021,2,29.98,2025-01-04 06:00:00
L0002122,2025-01-02 20:00:00,P00457,EU,I0016,2,44.32,2025-01-03 15:00:00
L0002124,2025-01-02 20:00:00,P00474,NA,I0033,1,61.27,2025-01-04 03:00:00
L0002106,2025-01-02 20:00:00,P00115,NA,I0013,2,62.99,2025-01-04 06:00:00
L0002120,2025-01-02 20:00:00,P00422,EU,I0010,1,56.46,2025-01-03 16:00:00
L0002131,2025-01-02 20:00:00,P00574,NA,I0021,3,43.19,2025-01-03 21:00:00
L0002129,2025-01-02 20:00:00,P00540,ASIA,I0013,1,46.19,2025-01-03 09:00:00
L0002125,2025-01-02 20:00:00,P00509,EU,I0037,1,608.87,2025-01-03 22:00:00
L0002132,2025-01-02 20:00:00,P00599,EU,I0039,2,67.43,2025-01-03 20:00:00
L0002117,2025-01-02 20:00:00,P00280,NA,I0033,2,62.11,2025-01-03 19:00:00
L0002116,2025-01-02 20:00:00,P00268,EU,I0023,2,78.4,2025-01-04 07:00:00
L0002123,2025-01-02 20:00:00,P00471,EU,I0025,1,75.29,2025-01-04 05:00:00
L0002119,2025-01-02 20:00:00,P00380,EU,I0014,1,41.69,2025-01-04 00:00:00
L0002113,2025-01-02 20:00:00,P00220,ASIA,I0029,2,47.54,2025-01-03 21:00:00
L0002121,2025-01-02 20:00:00,P00451,NA,I0030,1,40.97,2025-01-03 15:00:00
L0002112,2025-01-02 20:00:00,P00214,NA,I0031,1,45.53,2025-01-04 02:00:00
L0002111,2025-01-02 20:00:00,P00197,EU,I0034,1,116.57,2025-01-03 09:00:00
L0002110,2025-01-02 20:00:00,P00196,EU,I0013,2,58.92,2025-01-03 09:00:00
L0002109,2025-01-02 20:00:00,P00179,EU,I0018,2,42.83,2025-01-04 03:00:00
L0002108,2025-01-02 20:00:00,P00154,NA,I0001,1,402.01,2025-01-03 21:00:00
L0002118,2025-01-02 20:00:00,P00281,EU,I0015,1,42.24,2025-01-03 15:00:00
L0002100,2025-01-02 20:00:00,P00004,EU,I0036,2,33.09,2025-01-03 15:00:00
L0002105,2025-01-02 20:00:00,P00090,EU,I0018,1,55.3,2025-01-03 18:00:00
L0002104,2025-01-02 20:00:00,P00064,EU,I0025,1,80.33,2025-01-04 06:00:00
L0002103,2025-01-02 20:00:00,P00058,ASIA,I0005,2,55.99,2025-01-04 05:00:00
L0002102,2025-01-02 20:00:00,P00051,NA,I0006,3,599.94,2025-01-04 06:00:00
L0002101,2025-01-02 20:00:00,P00014,NA,I0031,1,53.53,2025-01-03 14:00:00
L0002099,2025-01-02 20:00:00,P00000,NA,I0026,1,69.25,2025-01-03 15:00:00
L0002115,2025-01-02 20:00:00,P00253,EU,I0006,1,651.44,2025-01-03 17:00:00
L0002114,2025-01-02 20:00:00,P00223,NA,I0000,2,79.48,2025-01-03 12:00:00
L0002107,2025-01-02 20:00:00,P00137,NA,I0010,1,46.52,2025-01-03 17:00:00
L0002181,2025-01-02 21:00:00,P00574,NA,I0029,2,42.8,2025-01-03 22:00:00
L0002173,2025-01-02 21:00:00,P00450,NA,I0008,1,63.58,2025-01-03 10:00:00
L0002166,2025-01-02 21:00:00,P00369,EU,I0006,2,533.35,2025-01-04 01:00:00
L0002163,2025-01-02 21:00:00,P00355,EU,I0020,1,65.62,2025-01-03 20:00:00
L0002162,2025-01-02 21:00:00,P00354,EU,I0030,1,57.27,2025-01-03 12:00:00
L0002164,2025-01-02 21:00:00,P00360,EU,I0014,1,39.97,2025-01-04 00:00:00
L0002165,2025-01-02 21:00:00,P00368,ASIA,I0021,1,41.77,2025-01-03 15:00:00
L0002175,2025-01-02 21:00:00,P00457,EU,I0025,2,74.21,2025-01-04 07:00:00
L0002172,2025-01-02 21:00:00,P00442,EU,I0000,1,86.25,2025-01-03 17:00:00
L0002176,2025-01-02 21:00:00,P00470,EU,I0036,1,31.05,2025-01-03 10:00:00
L0002161,2025-01-02 21:00:00,P00350,EU,I0015,1,45.47,2025-01-03 23:00:00
L0002178,2025-01-02 21:00:00,P00515,EU,I0033,1,71.91,2025-01-03 22:00:00
L0002179,2025-01-02 21:00:00,P00523,NA,I0032,2,31.65,2025-01-03 11:00:00
L0002180,2025-01-02 21:00:00,P00531,EU,I0008,2,78.67,2025-01-03 09:00:00
L0002182,2025-01-02 21:00:00,P00584,EU,I0022,4,348.67,2025-01-04 06:00:00
L0002183,2025-01-02 21:00:00,P00587,ASIA,I0023,1,83.71,2025-01-03 09:00:00
L0002184,2025-01-02 21:00:00,P00597,NA,I0010,2,51.07,2025-01-03 20:00:00
L0002186,2025-01-02 21:00:00,P00599,EU,I0012,1,420.9,2025-01-04 02:00:00
L0002160,2025-01-02 21:00:00,P00347,ASIA,I0031,1,57.17,2025-01-04 07:00:00
L0002167,2025-01-02 21:00:00,P00374,EU,I0026,2,60.29,2025-01-04 07:00:00
L0002177,2025-01-02 21:00:00,P00491,EU,I0022,1,355.69,2025-01-03 19:00:00
L0002168,2025-01-02 21:00:00,P00386,ASIA,I0000,2,90.68,2025-01-04 04:00:00
L0002141,2025-01-02 21:00:00,P00107,NA,I0019,1,50.41,2025-01-03 11:00:00
L0002170,2025-01-02 21:00:00,P00429,NA,I0018,1,52.57,2025-01-03 19:00:00
L0002144,2025-01-02 21:00:00,P00141,NA,I0013,1,61.23,2025-01-04 08:00:00
L0002159,2025-01-02 21:00:00,P00344,EU,I0034,2,67.79,2025-01-03 12:00:00
L0002134,2025-01-02 21:00:00,P00027,ASIA,I0005,1,51.92,2025-01-04 04:00:00
L0002135,2025-01-02 21:00:00,P00030,NA,I0008,1,63.84,2025-01-04 03:00:00
L0002136,2025-01-02 21:00:00,P00050,EU,I0019,3,45.77,2025-01-04 05:00:00
L0002137,2025-01-02 21:00:00,P00065,EU,I0029,1,53.34,2025-01-03 15:00:00
L0002138,2025-01-02 21:00:00,P00069,EU,I0023,2,64.5,2025-01-04 05:00:00
L0002139,2025-01-02 21:00:00,P00073,NA,I0016,1,46.43,2025-01-04 08:00:00
L0002140,2025-01-02 21:00:00,P00088,EU,I0004,1,86.44,2025-01-04 06:00:00
L0002142,2025-01-02 21:00:00,P00108,EU,I0033,1,69.76,2025-01-03 23:00:00
L0002169,2025-01-02 21:00:00,P00421,NA,I0009,1,75.56,2025-01-04 07:00:00
L0002133,2025-01-02 21:00:00,P00010,EU,I0028,1,46.19,2025-01-03 21:00:00
L0002146,2025-01-02 21:00:00,P00194,EU,I0025,4,90.44,2025-01-03 21:00:00
L0002157,2025-01-02 21:00:00,P00328,EU,I0000,1,91.41,2025-01-03 10:00:00
L0002143,2025-01-02 21:00:00,P00124,NA,I0005,1,63.63,2025-01-03 13:00:00
L0002155,2025-01-02 21:00:00,P00311,EU,I0036,1,26.63,2025-01-04 00:00:00
L0002171,2025-01-02 21:00:00,P00441,EU,I0032,2,39.71,2025-01-03 19:00:00
L0002174,2025-01-02 21:00:00,P00452,ASIA,I0020,4,48.15,2025-01-03 17:00:00
L0002156,2025-01-02 21:00:00,P00313,NA,I0012,1,528.34,2025-01-03 10:00:00
L0002152,2025-01-02 21:00:00,P00267,EU,I0000,1,100.68,2025-01-03 18:00:00
L0002158,2025-01-02 21:00:00,P00342,NA,I0028,1,64.1,2025-01-03 16:00:00
L0002147,2025-01-02 21:00:00,P00232,ASIA,I0003,1,57.34,2025-01-03 10:00:00
L0002185,2025-01-02 21:00:00,P00598,NA,I0009,1,54.4,2025-01-03 19:00:00
L0002149,2025-01-02 21:00:00,P00250,EU,I0009,1,61.92,2025-01-03 16:00:00
L0002150,2025-01-02 21:00:00,P00257,NA,I0030,1,57.44,2025-01-03 18:00:00
L0002151,2025-01-02 21:00:00,P00265,EU,I0008,1,54.84,2025-01-03 14:00:00
L0002154,2025-01-02 21:00:00,P00309,ASIA,I0004,1,75.0,2025-01-03 11:00:00
L0002153,2025-01-02 21:00:00,P00287,NA,I0032,2,32.7,2025-01-03 18:00:00
L0002145,2025-01-02 21:00:00,P00157,EU,I0030,1,64.18,2025-01-04 06:00:00
L0002148,2025-01-02 21:00:00,P00243,NA,I0014,1,36.1,2025-01-03 12:00:00
L0002187,2025-01-02 22:00:00,P00025,NA,I0004,2,83.68,2025-01-03 12:00:00
L0002219,2025-01-02 22:00:00,P00366,EU,I0024,1,5035.16,2025-01-03 20:00:00
L0002225,2025-01-02 22:00:00,P00456,NA,I0021,1,55.79,2025-01-04 05:00:00
L0002231,2025-01-02 22:00:00,P00487,NA,I0024,2,5394.43,2025-01-03 23:00:00
L0002227,2025-01-02 22:00:00,P00465,EU,I0018,3,65.21,2025-01-03 14:00:00
L0002228,2025-01-02 22:00:00,P00468,EU,I0030,1,56.69,2025-01-04 04:00:00
L0002229,2025-01-02 22:00:00,P00476,NA,I0009,1,61.36,2025-01-04 06:00:00
L0002218,2025-01-02 22:00:00,P00363,NA,I0032,1,31.42,2025-01-03 12:00:00
L0002232,2025-01-02 22:00:00,P00499,EU,I0004,1,79.62,2025-01-04 05:00:00
L0002224,2025-01-02 22:00:00,P00446,NA,I0000,1,77.25,2025-01-04 09:00:00
L0002235,2025-01-02 22:00:00,P00563,EU,I0003,1,83.29,2025-01-03 17:00:00
L0002237,2025-01-02 22:00:00,P00567,NA,I0020,1,59.2,2025-01-03 11:00:00
L0002214,2025-01-02 22:00:00,P00316,ASIA,I0013,2,53.89,2025-01-04 02:00:00
L0002226,2025-01-02 22:00:00,P00460,NA,I0023,1,64.5,2025-01-04 00:00:00
L0002213,2025-01-02 22:00:00,P00301,EU,I0023,1,60.57,2025-01-03 19:00:00
L0002207,2025-01-02 22:00:00,P00200,ASIA,I0000,2,83.48,2025-01-03 14:00:00
L0002233,2025-01-02 22:00:00,P00529,EU,I0021,1,53.39,2025-01-04 07:00:00
L0002198,2025-01-02 22:00:00,P00146,EU,I0002,3,45.31,2025-01-03 23:00:00
L0002234,2025-01-02 22:00:00,P00538,NA,I0016,1,46.59,2025-01-04 06:00:00
L0002211,2025-01-02 22:00:00,P00253,EU,I0000,1,86.7,2025-01-04 04:00:00
L0002236,2025-01-02 22:00:00,P00565,NA,I0015,1,42.63,2025-01-04 00:00:00
L0002210,2025-01-02 22:00:00,P00245,EU,I0037,2,453.27,2025-01-04 00:00:00
L0002212,2025-01-02 22:00:00,P00257,NA,I0033,1,64.24,2025-01-03 22:00:00
L0002205,2025-01-02 22:00:00,P00184,ASIA,I0016,1,52.8,2025-01-04 09:00:00
L0002230,2025-01-02 22:00:00,P00484,EU,I0036,1,29.99,2025-01-03 14:00:00
L0002217,2025-01-02 22:00:00,P00357,NA,I0021,3,49.44,2025-01-04 05:00:00
L0002222,2025-01-02 22:00:00,P00403,NA,I0031,2,55.65,2025-01-04 08:00:00
L0002215,2025-01-02 22:00:00,P00329,EU,I0000,1,109.16,2025-01-04 03:00:00
L0002223,2025-01-02 22:00:00,P00408,EU,I0017,2,552.51,2025-01-03 11:00:00
L0002216,2025-01-02 22:00:00,P00341,EU,I0014,1,45.27,2025-01-03 19:00:00
L0002221,2025-01-02 22:00:00,P00398,ASIA,I0020,2,68.84,2025-01-04 02:00:00
L0002220,2025-01-02 22:00:00,P00381,EU,I0031,2,65.39,2025-01-03 21:00:00
L0002191,2025-01-02 22:00:00,P00052,EU,I0030,3,56.9,2025-01-03 20:00:00
L0002192,2025-01-02 22:00:00,P00099,EU,I0004,1,75.06,2025-01-03 14:00:00
L0002193,2025-01-02 22:00:00,P00108,EU,I0016,1,51.02,2025-01-04 04:00:00
L0002194,2025-01-02 22:00:00,P00116,ASIA,I0013,3,59.32,2025-01-04 06:00:00
L0002188,2025-01-02 22:00:00,P00040,EU,I0014,1,42.97,2025-01-04 00:00:00
L0002196,2025-01-02 22:00:00,P00126,EU,I0038,2,74.49,2025-01-04 02:00:00
L0002195,2025-01-02 22:00:00,P00121,NA,I0015,2,47.95,2025-01-03 10:00:00
L0002200,2025-01-02 22:00:00,P00158,EU,I0015,1,47.19,2025-01-03 19:00:00
L0002201,2025-01-02 22:00:00,P00162,ASIA,I0008,1,67.36,2025-01-04 09:00:00
L0002202,2025-01-02 22:00:00,P00170,NA,I0020,1,67.79,2025-01-03 19:00:00
L0002203,2025-01-02 22:00:00,P00175,EU,I0015,3,53.41,2025-01-03 14:00:00
L0002209,2025-01-02 22:00:00,P00232,ASIA,I0025,3,59.46,2025-01-03 19:00:00
L0002190,2025-01-02 22:00:00,P00049,ASIA,I0008,1,56.86,2025-01-04 01:00:00
L0002206,2025-01-02 22:00:00,P00196,EU,I0036,3,37.92,2025-01-04 01:00:00
L0002208,2025-01-02 22:00:00,P00201,NA,I0014,2,46.78,2025-01-04 07:00:00
L0002189,2025-01-02 22:00:00,P00043,ASIA,I0032,1,30.03,2025-01-04 08:00:00
L0002204,2025-01-02 22:00:00,P00178,NA,I0021,2,59.35,2025-01-03 16:00:00
L0002197,2025-01-02 22:00:00,P00140,NA,I0025,2,75.26,2025-01-03 20:00:00
L0002199,2025-01-02 22:00:00,P00153,NA,I0005,1,52.97,2025-01-04 03:00:00
L0002265,2025-01-02 23:00:00,P00457,EU,I0012,1,338.89,2025-01-03 11:00:00
L0002269,2025-01-02 23:00:00,P00485,EU,I0021,1,47.9,2025-01-03 23:00:00
L0002263,2025-01-02 23:00:00,P00424,EU,I0009,1,75.97,2025-01-03 22:00:00
L0002260,2025-01-02 23:00:00,P00369,EU,I0036,3,29.94,2025-01-04 06:00:00
L0002257,2025-01-02 23:00:00,P00334,ASIA,I0026,2,68.94,2025-01-04 05:00:00
L0002258,2025-01-02 23:00:00,P00336,NA,I0032,1,33.58,2025-01-04 08:00:00
L0002246,2025-01-02 23:00:00,P00145,ASIA,I0015,3,50.56,2025-01-03 16:00:00
L0002244,2025-01-02 23:00:00,P00136,ASIA,I0028,1,47.51,2025-01-03 18:00:00
L0002266,2025-01-02 23:00:00,P00459,EU,I0039,1,50.77,2025-01-04 01:00:00
L0002259,2025-01-02 23:00:00,P00342,NA,I0000,1,73.71,2025-01-03 11:00:00
L0002267,2025-01-02 23:00:00,P00468,EU,I0017,2,537.38,2025-01-04 00:00:00
L0002261,2025-01-02 23:00:00,P00413,EU,I0005,1,58.06,2025-01-04 03:00:00
L0002270,2025-01-02 23:00:00,P00500,EU,I0032,1,33.3,2025-01-04 10:00:00
L0002250,2025-01-02 23:00:00,P00215,EU,I0007,2,2482.99,2025-01-03 11:00:00
L0002262,2025-01-02 23:00:00,P00420,NA,I0034,1,68.23,2025-01-03 20:00:00
L0002253,2025-01-02 23:00:00,P00274,EU,I0029,2,54.79,2025-01-04 07:00:00
L0002268,2025-01-02 23:00:00,P00473,NA,I0029,2,46.38,2025-01-04 05:00:00
L0002239,2025-01-02 23:00:00,P00035,EU,I0002,3,42.36,2025-01-03 11:00:00
L0002240,2025-01-02 23:00:00,P00049,ASIA,I0036,1,30.33,2025-01-04 06:00:00
L0002242,2025-01-02 23:00:00,P00084,ASIA,I0031,2,72.24,2025-01-03 17:00:00
L0002243,2025-01-02 23:00:00,P00128,EU,I0016,3,59.06,2025-01-04 04:00:00
L0002264,2025-01-02 23:00:00,P00436,NA,I0016,2,43.42,2025-01-03 12:00:00
L0002245,2025-01-02 23:00:00,P00140,NA,I0014,1,41.72,2025-01-04 07:00:00
L0002238,2025-01-02 23:00:00,P00027,ASIA,I0000,1,82.97,2025-01-04 09:00:00
L0002247,2025-01-02 23:00:00,P00154,NA,I0014,2,41.85,2025-01-04 09:00:00
L0002241,2025-01-02 23:00:00,P00056,ASIA,I0000,2,81.07,2025-01-03 11:00:00
L0002271,2025-01-02 23:00:00,P00559,EU,I0005,1,73.85,2025-01-03 15:00:00
L0002252,2025-01-02 23:00:00,P00271,EU,I0031,1,73.21,2025-01-04 04:00:00
L0002255,2025-01-02 23:00:00,P00295,ASIA,I0004,1,71.58,2025-01-03 17:00:00
L0002256,2025-01-02 23:00:00,P00319,NA,I0000,1,76.26,2025-01-03 23:00:00
L0002251,2025-01-02 23:00:00,P00228,ASIA,I0026,1,61.77,2025-01-03 18:00:00
L0002254,2025-01-02 23:00:00,P00279,ASIA,I0033,2,60.77,2025-01-04 03:00:00
L0002249,2025-01-02 23:00:00,P00193,NA,I0000,1,87.17,2025-01-03 13:00:00
L0002248,2025-01-02 23:00:00,P00184,ASIA,I0006,2,581.9,2025-01-03 11:00:00
L0002308,2025-01-03 00:00:00,P00555,EU,I0013,1,51.32,2025-01-03 18:00:00
L0002302,2025-01-03 00:00:00,P00496,ASIA,I0003,1,64.04,2025-01-04 02:00:00
L0002312,2025-01-03 00:00:00,P00585,ASIA,I0015,1,41.82,2025-01-04 02:00:00
L0002305,2025-01-03 00:00:00,P00514,ASIA,I0000,2,72.88,2025-01-04 00:00:00
L0002306,2025-01-03 00:00:00,P00528,EU,I0023,2,77.33,2025-01-04 07:00:00
L0002301,2025-01-03 00:00:00,P00479,EU,I0008,1,70.25,2025-01-04 00:00:00
L0002309,2025-01-03 00:00:00,P00563,EU,I0014,2,41.23,2025-01-03 21:00:00
L0002282,2025-01-03 00:00:00,P00169,ASIA,I0013,2,60.81,2025-01-04 09:00:00
L0002311,2025-01-03 00:00:00,P00574,NA,I0018,1,54.09,2025-01-04 04:00:00
L0002294,2025-01-03 00:00:00,P00346,ASIA,I0011,1,331.26,2025-01-04 02:00:00
L0002290,2025-01-03 00:00:00,P00264,EU,I0004,1,74.18,2025-01-03 13:00:00
L0002307,2025-01-03 00:00:00,P00550,EU,I0025,3,75.6,2025-01-03 18:00:00
L0002313,2025-01-03 00:00:00,P00597,NA,I0016,1,47.53,2025-01-04 00:00:00
L0002300,2025-01-03 00:00:00,P00449,ASIA,I0026,2,60.69,2025-01-04 02:00:00
L0002310,2025-01-03 00:00:00,P00572,ASIA,I0029,4,50.45,2025-01-03 18:00:00
L0002299,2025-01-03 00:00:00,P00427,EU,I0010,2,54.41,2025-01-04 08:00:00
L0002291,2025-01-03 00:00:00,P00293,NA,I0036,2,26.87,2025-01-03 19:00:00
L0002296,2025-01-03 00:00:00,P00367,NA,I0023,2,72.59,2025-01-03 20:00:00
L0002304,2025-01-03 00:00:00,P00502,ASIA,I0023,2,80.67,2025-01-03 14:00:00
L0002279,2025-01-03 00:00:00,P00102,EU,I0000,1,85.32,2025-01-03 22:00:00
L0002298,2025-01-03 00:00:00,P00418,NA,I0003,2,70.25,2025-01-03 13:00:00
L0002284,2025-01-03 00:00:00,P00198,ASIA,I0031,1,58.61,2025-01-04 04:00:00
L0002283,2025-01-03 00:00:00,P00183,NA,I0025,3,72.0,2025-01-03 21:00:00
L0002276,2025-01-03 00:00:00,P00059,NA,I0001,1,442.18,2025-01-04 08:00:00
L0002281,2025-01-03 00:00:00,P00163,EU,I0039,1,61.66,2025-01-04 01:00:00
L0002280,2025-01-03 00:00:00,P00103,NA,I0014,1,45.35,2025-01-03 23:00:00
